row_idx,object_id,firm,completion85
3182,101611,1,1
3183,101611,1,1
3184,101611,1,1
3185,101611,1,1
3186,101611,1,1
3187,101611,1,1
3188,101611,1,1
3189,101611,1,1
3190,101611,1,1
3191,101611,1,1
3192,101611,1,1
3193,101611,1,1
3194,101611,1,1
3195,101611,1,1
3196,101611,1,1
3197,101611,1,1
3198,101611,1,1
3199,101611,1,1
3200,101611,1,1
3201,101611,1,1
3202,101611,1,1
3203,101611,1,1
3204,101611,1,1
3205,101611,1,1
3206,101611,1,1
3207,101611,1,1
3208,101611,1,1
3209,101611,1,1
3210,101611,1,1
3211,101611,1,1
3212,101611,1,1
3213,101611,1,1
3214,101611,1,1
3215,101611,1,1
3216,101611,1,1
3217,101611,1,1
3218,101611,1,1
3219,101611,1,1
3220,101611,1,1
3221,101611,1,1
3222,101611,1,1
3223,101611,1,1
3224,101611,1,1
3225,101611,1,1
3226,101611,1,1
3227,101611,1,1
3228,101611,1,1
3229,101611,1,1
3230,101611,1,1
3231,101611,1,1
3232,101611,1,1
3233,101611,1,1
3234,101611,1,1
3235,101611,1,1
3236,101611,1,1
3237,101611,1,1
3238,101611,1,1
3239,101611,1,1
3240,101611,1,1
3241,101611,1,1
3242,101611,1,1
3243,101611,1,1
3244,101611,1,1
3245,101611,1,1
3246,101611,1,1
3247,101611,1,1
3248,101611,1,1
3249,101611,1,1
3250,101611,1,1
3251,101611,1,1
3252,101611,1,1
3253,101611,1,1
3254,101611,1,1
3255,101611,1,1
3256,101611,1,1
3257,101611,1,1
3258,101611,1,1
3259,101611,1,1
3260,101611,1,1
3261,101611,1,1
3262,101611,1,1
3263,101611,1,1
3264,101611,1,1
3265,101611,1,1
3266,101611,1,1
3267,101611,1,1
3268,101611,1,1
3269,101611,1,1
3270,101611,1,1
3271,101611,1,1
3272,101611,1,1
3273,101611,1,1
3274,101611,1,1
3275,101611,1,1
3276,101611,1,1
3277,101611,1,1
3278,101611,1,1
3279,101611,1,1
3280,101611,1,1
3281,101611,1,1
3282,101611,1,1
3283,101611,1,1
3284,101611,1,1
3285,101611,1,1
3286,101611,1,1
3287,101611,1,1
3288,101611,1,1
3289,101611,1,1
3290,101611,1,1
3291,101611,1,1
3292,101611,1,1
3293,101611,1,1
3294,101611,1,1
3295,101611,1,1
3296,101611,1,1
3297,101611,1,1
3298,101611,1,1
3299,101611,1,1
3300,101611,1,1
3301,101611,1,1
3302,101611,1,1
3303,101611,1,1
3304,101611,1,1
3305,101611,1,1
3306,101611,1,1
3307,101611,1,1
3308,101611,1,1
3309,101611,1,1
3310,101611,1,1
3311,101611,1,1
3312,101611,1,1
3313,101611,1,1
3314,101611,1,1
3315,101611,1,1
3316,101611,1,1
3317,101611,1,1
3318,101611,1,1
3319,101611,1,1
3320,101611,1,1
3321,101611,1,1
3322,101611,1,1
3323,101611,1,1
3324,101611,1,1
3325,101611,1,1
3326,101611,1,1
3327,101611,1,1
3328,101611,1,1
3329,101611,1,1
3330,101611,1,1
3331,101611,1,1
3332,101611,1,1
3333,101611,1,1
3334,101611,1,1
3335,101611,1,1
3336,101611,1,1
3337,101611,1,1
3338,101611,1,1
3339,101611,1,1
3340,101611,1,1
3341,101611,1,1
3342,101611,1,1
3343,101611,1,1
3344,101611,1,1
3345,101611,1,1
3346,101611,1,1
3347,101611,1,1
3348,101611,1,1
3349,101611,1,1
3350,101611,1,1
3351,101611,1,1
3352,101611,1,1
3353,101611,1,1
3354,101611,1,1
3355,101611,1,1
3356,101611,1,1
3357,101611,1,1
3358,101611,1,1
3359,101611,1,1
3360,101611,1,1
3361,101611,1,1
3362,101611,1,1
3363,101611,1,1
3364,101611,1,1
3365,101611,1,1
3366,101611,1,1
3367,101611,1,1
3368,101611,1,1
3369,101611,1,1
3370,101611,1,1
3371,101611,1,1
3372,101611,1,1
3373,101611,1,1
3374,101611,1,1
3375,101611,1,1
3376,101611,1,1
3377,101611,1,1
3378,101611,1,1
3379,101611,1,1
3380,101611,1,1
3381,101611,1,1
3382,101611,1,1
3383,101611,1,1
3384,101611,1,1
3385,101611,1,1
3386,101611,1,1
3387,101611,1,1
3388,101611,1,1
3389,101611,1,1
3390,101611,1,1
3391,101611,1,1
3392,101611,1,1
3393,101611,1,1
3394,101611,1,1
3395,101611,1,1
3396,101611,1,1
3397,101611,1,1
3398,101611,1,1
3399,101611,1,1
3400,101611,1,1
3401,101611,1,1
3402,101611,1,1
3403,101611,1,1
3404,101611,1,1
3405,101611,1,1
3406,101611,1,1
3407,101611,1,1
3408,101611,1,1
3409,101611,1,1
3410,101611,1,1
3411,101611,1,1
3412,101611,1,1
3413,101611,1,1
3414,101611,1,1
3415,101611,1,1
3416,101611,1,1
3417,101611,1,1
3418,101611,1,1
3419,101611,1,1
3420,101611,1,1
3421,101611,1,1
3422,101611,1,1
3423,101611,1,1
3424,101611,1,1
3425,101611,1,1
3426,101611,1,1
3427,101611,1,1
3428,101611,1,1
3429,101611,1,1
3430,101611,1,1
3431,101611,1,1
3432,101611,0,1
3433,101611,0,1
3434,101611,0,1
3435,101611,0,1
3436,101611,0,1
3437,101611,0,1
3438,101611,0,1
3439,101611,0,1
3440,101611,0,1
3441,101611,0,1
3442,101611,0,1
3443,101611,0,1
3444,101611,0,1
3445,101611,0,1
3446,101611,0,1
3447,101611,0,1
3448,101611,0,1
3449,101611,0,1
3450,101611,0,1
3451,101611,0,1
3452,101611,0,1
3453,101611,0,1
3454,101611,0,1
3455,101611,0,1
